'id_car_option','name','id_parent','date_create','date_update','id_car_type'
'32306','Setting column power steering electric','1','1519377203','0','1'
'32307','Power adjustable front seats with memory','1','1519377204','0','1'
'32308','Interactive navigation of new generation INFINITI InTouch + information about traffic RDS-TMC','17','1519377213','0','1'
'32309','Sist EMA of the circular review (AVM) system of detection of approaching objects (AOD), control system Parking','32','1519377222','0','1'
'32310','Body painting "special metallic" (color NBA, "Dynamic red")','38','1519377230','0','1'
'32311','Led front lighting with auto level headlamp','43','1519377236','0','1'
'32312','System Welcome Lighting that evenly illuminates the car and the space around when approaching and moving away from the vehicle','43','1519377238','0','1'
'32313','Interior wood (maple)','46','1519377249','0','1'
'32757','Adaptive electronic power steering system DAS','1','1519409857','0','1'
'32758','The active noise reduction system','1','1519409867','0','1'
'32759','BOSE sound system c 16 Performance Series speakers','17','1519409878','0','1'
'32760','19" light-alloy wheels design "5 triple spokes" 245/40RF19 94W RunFlat tires','32','1519409886','0','1'
'32761','The rear sports bumper with diffuser in body color','38','1519409889','0','1'
'32762','Radiator grille with sporty design (higher and wider) with a spectacular picture — 3D-waves','38','1519409892','0','1'
'32763','Steering wheel, gear lever and interior door handles with trim Dark Chrome (dark chrome)','1','1519409918','0','1'
'32764','A new and unique shift paddles gear Red for Sport color Dark Chrome (dark chrome)','1','1519409920','0','1'
'32765','19" alloy wheels new sporty design color light silver metallic, 245/c 40RF19 94W RunFlat tires','32','1519409946','0','1'
'32766','INFINITI sport brakes (front 4-piston, rear 2-piston) + brake calipers red','32','1519409947','0','1'
'32767','Dynamic digital suspension INFINITI (Dynamic Digital Suspension, DDS)','32','1519409948','0','1'
'32768','Gloss black exterior mirror','38','1519409951','0','1'
'32769','Dual exhaust pipes with chrome showerhead sports "perforated" design','38','1519409952','0','1'
'32770','Premium leather, seats sports design with stitching + decorative red seams on the interior details','46','1519409967','0','1'
'32779','Built-in front panel hard disk of 10 GB for music files','17','1521923943','0','1'
'33080','Memory for two possible adjustments of the position of the driver''s seat associated with a private key of the system “Intelligent key”','1','1521936630','0','1'
'33081','Infiniti controller with 8" display for audio, climate control and a reminder of the need for maintenance','11','1521936630','0','1'
'33082','The rear window demister with timer','11','1521936630','0','1'
'33083','Two-channel Bose audio system with 11 speakers and surround-sound function Driver Audio Stage, with a capacity of 309 Watts','17','1521936630','0','1'
'33084','The car is built on the platform FM (Front Mid-ship), which involves placing the engine behind the front axle','26','1521936630','0','1'
'33085','The system variable stiffness suspension CDC','32','1521936630','0','1'
'33086','Sports suspension with variable stiffness system with Sport mode','32','1521936630','0','1'
'33595','Adaptive front lighting system (AFS) + auto-headlight switch','43','1524805581','1524805581','1'
'33597','The choice of the mode of opening only the driver''s door or all doors','1','1524805868','1524805868','1'
'33598','Dual-zone adaptive climate control with micro filtration and a charcoal filter in the cabin','11','1524805868','1524805868','1'
'33599','IPOD/USBx2 + Bluetooth','17','1524805868','1524805868','1'
'33600','The telematics system','26','1524805868','1524805868','1'
'33601','The system of providing operational assistance to passengers and driver in case of accidents GLONASS','26','1524805868','1524805868','1'
'33602','Summer tyres in the dimensions 255/35 R20','38','1524805868','1524805868','1'
'33603','Led Ambient lightning in the door area, footwell, front, Cup holders','43','1524805868','1524805868','1'
'33604','Seat upholstery in black leather Graphite','46','1524805868','1524805868','1'
'34045','Side rearview mirror heated and electrically adjustable and folding','1','1527021537','1527021537','1'
'34046','Rear view mirrors in body color with memory and synchronization','1','1527021537','1527021537','1'
'34047','The driver''s seat with electric adjustments in 10 directions','1','1527021538','1527021538','1'
'34048','Upholstered in genuine leather the front passenger seat (with adjustable in 8 directions, and electric)','1','1527021538','1527021538','1'
'34049','Front seats with heating and ventilation','11','1527021538','1527021538','1'
'34050','A new IT system INFINITI InTouch + navigation system c SD + Information about traffic RDS-TMC','17','1527021538','1527021538','1'
'34051','Infotainment center INFINITI with two 8" QHD color display, DVD player, remote and headphones','17','1527021538','1527021538','1'
'34052','3 speaker surround-sound function Driver audio stage, with a capacity of 303 W','17','1527021538','1527021538','1'
'34053','System of the circular review AVM + rear view camera with extensive overview','32','1527021538','1527021538','1'
'34054','Rear fog lamps x 2','43','1527021538','1527021538','1'
'34055','New design seat trim with Pro-stitching','46','1527021538','1527021538','1'
'34056','Door trim is made of genuine leather with double stitching and wood with aluminum handles','46','1527021538','1527021538','1'
'34057','The electrical outlet voltage of 12 V x 3 / USB input for charging (2.4 A) x 2','46','1527021538','1527021538','1'
'34058','Center console with 4 risers (2 for 1-row / 2 for 2nd number)','46','1527021538','1527021538','1'
'34059','Center console with storage compartment for small things','46','1527021538','1527021538','1'
'34060','Digital rear view mirror, the Smart Rearview Mirror','17','1527021541','1527021541','1'
'34061','System to prevent collision with the obstacle Forward Collision Avoidance Assist','32','1527021541','1527021541','1'
